cod_a,cod_b,Direccion,Nivel,Escuela,Cupos Mensuales modulos alimentarios,Cupos por día Comedor,Cupos por día Desayuno/Merienda,Cupos Patios Abiertos/Coros y Orquestas Sábado,DMC+COMEDOR,ZONA,lat,lon,geocode_display,Calle,Altura,Localidad,Provincia,Direccion_formateada
22.0,60281500.0,Llaroque 1231,PP,49,230,0,247,0,247,1,-34.7394312,-58.4328766,"Larroque, Autopista Camino Negro, Santa Marta, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Llaroque,1231,Lomas de Zamora (referencia),Buenos Aires,"Llaroque, 1231, Lomas de Zamora (referencia), Buenos Aires"
15.0,61977500.0,Ayolas 1135,MS,56,400,300,400,0,700,1,-34.708243,-58.4365432,"Ayolas, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Ayolas,1135,Lomas de Zamora (referencia),Buenos Aires,"Ayolas, 1135, Lomas de Zamora (referencia), Buenos Aires"
9.0,62408200.0,Anchoris 4566 Temperley Este,JI CC,2,150,100,100,0,200,1,-34.7633164,-58.3756688,"Anchorena, 1835, Temperley, Buenos Aires, Argentina",Anchoris  Temperley Este,4566,Temperley,Buenos Aires,"Anchoris  Temperley Este, 4566, Temperley, Buenos Aires"
12.0,61130300.0,Viamonte 1567,MS,6,420,0,600,0,600,1,-34.7432808,-58.388239,"Escuela Media Nº6, 1567, J. J. Viamonte, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Viamonte,1567,Lomas de Zamora (referencia),Buenos Aires,"Viamonte, 1567, Lomas de Zamora (referencia), Buenos Aires"
11.0,61047600.0,Hipólito Yrigoyen 7731,MS,1,450,0,500,0,500,1,-34.7453466,-58.3995995,"7731, Avenida Hipólito Yrigoyen, Banfield, Partido de Lomas de Zamora, Buenos Aires, B1828, Argentina",Hipólito Yrigoyen,7731,Lomas de Zamora (referencia),Buenos Aires,"Hipólito Yrigoyen, 7731, Lomas de Zamora (referencia), Buenos Aires"
16.0,61869300.0,Viamonte 436,MS,63,75,126,95,0,221,1,-34.7566317,-58.391327,"436, J. J. Viamonte, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Viamonte,436,Lomas de Zamora (referencia),Buenos Aires,"Viamonte, 436, Lomas de Zamora (referencia), Buenos Aires"
24.0,60148400.0,Manuel Castro 990,PP,91,375,0,0,0,0,1,-34.7487797,-58.4024221,"Ensam, 990, Senador Manuel Castro, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Manuel Castro,990,Lomas de Zamora (referencia),Buenos Aires,"Manuel Castro, 990, Lomas de Zamora (referencia), Buenos Aires"
13.0,61076700.0,Manuel Castro 990,MS,21,451,1275,1100,0,2375,1,-34.7487797,-58.4024221,"Ensam, 990, Senador Manuel Castro, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Manuel Castro,990,Lomas de Zamora (referencia),Buenos Aires,"Manuel Castro, 990, Lomas de Zamora (referencia), Buenos Aires"
7.0,60281600.0,Manuel Castro 990,JI,933,218,0,218,0,218,1,-34.7487797,-58.4024221,"Ensam, 990, Senador Manuel Castro, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Manuel Castro,990,Lomas de Zamora (referencia),Buenos Aires,"Manuel Castro, 990, Lomas de Zamora (referencia), Buenos Aires"
1.0,61137700.0,Alvear 563,EE,503,60,60,111,0,171,1,-34.7529442,-58.4068783,"563, General Carlos María de Alvear, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1828, Argentina",Alvear,563,Lomas de Zamora (referencia),Buenos Aires,"Alvear, 563, Lomas de Zamora (referencia), Buenos Aires"
3.0,60880100.0,Castelli 840,JI,902,130,0,135,0,135,1,-34.7524762,-58.407524,"840, Juan José Castelli, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Castelli,840,Lomas de Zamora (referencia),Buenos Aires,"Castelli, 840, Lomas de Zamora (referencia), Buenos Aires"
5.0,60106000.0,Juncal 240,JI,919,110,0,110,0,110,1,-34.7692992,-58.3948739,"240, Juncal, Temperley, Partido de Lomas de Zamora, Buenos Aires, B1832DEF, Argentina",Juncal,240,Lomas de Zamora (referencia),Buenos Aires,"Juncal, 240, Lomas de Zamora (referencia), Buenos Aires"
10.0,62408500.0,Monroe 355 Temperley,JI CC,3,70,55,55,0,110,1,-34.7758816,-58.3971199,"Temperley, Buenos Aires, Argentina",Monroe  Temperley,355,Temperley,Buenos Aires,"Monroe  Temperley, 355, Temperley, Buenos Aires"
19.0,60864200.0,Hipólito Yrigoyen 9243,PP,9,262,242,242,0,484,1,-34.7633025,-58.4033619,"9243, Avenida Hipólito Yrigoyen, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Hipólito Yrigoyen,9243,Lomas de Zamora (referencia),Buenos Aires,"Hipólito Yrigoyen, 9243, Lomas de Zamora (referencia), Buenos Aires"
14.0,61795600.0,Jose Maria Penna 99,MS,34,395,0,650,0,650,1,-34.7582647,-58.4108071,"Escuela Primaria 21, 99, Doctor José María Penna, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Jose Maria Penna,99,Lomas de Zamora (referencia),Buenos Aires,"Jose Maria Penna, 99, Lomas de Zamora (referencia), Buenos Aires"
6.0,60791700.0,Jose Maria Penna 93,JI,930,120,0,120,0,120,1,-34.7581944,-58.4109198,"93, Doctor José María Penna, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Jose Maria Penna,93,Lomas de Zamora (referencia),Buenos Aires,"Jose Maria Penna, 93, Lomas de Zamora (referencia), Buenos Aires"
2.0,60192300.0,Jose Maria Penna 93,JI,901,150,0,160,0,160,1,-34.7581944,-58.4109198,"93, Doctor José María Penna, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Jose Maria Penna,93,Lomas de Zamora (referencia),Buenos Aires,"Jose Maria Penna, 93, Lomas de Zamora (referencia), Buenos Aires"
18.0,62456300.0,Larroque 2200,MS,89,0,45,45,0,90,1,-34.7433427,-58.4100662,"Avenida Alberto Larroque, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Larroque,2200,Lomas de Zamora (referencia),Buenos Aires,"Larroque, 2200, Lomas de Zamora (referencia), Buenos Aires"
23.0,60397900.0,Gabriel Miró 944,PP,70,400,400,400,35,800,1,-34.7241926,-58.439518,"944, Gabriel Miró, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Gabriel Miró,944,Lomas de Zamora (referencia),Buenos Aires,"Gabriel Miró, 944, Lomas de Zamora (referencia), Buenos Aires"
17.0,61899700.0,Ostende 1260,MS,87,250,200,296,0,496,1,-34.7241604,-58.440293,"1260, Ostende, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Ostende,1260,Lomas de Zamora (referencia),Buenos Aires,"Ostende, 1260, Lomas de Zamora (referencia), Buenos Aires"
4.0,61097700.0,Av. Meeks 778,JI,906,100,0,111,0,111,1,-34.7615463,-58.3983414,"Avenida Meeks, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832AHQ, Argentina",Av. Meeks,778,Lomas de Zamora (referencia),Buenos Aires,"Av. Meeks, 778, Lomas de Zamora (referencia), Buenos Aires"
21.0,60933900.0,Meeks 778,PP,37,440,486,486,0,972,1,-34.762768,-58.3985533,"Avenida Meeks, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832DEF, Argentina",Meeks,778,Lomas de Zamora (referencia),Buenos Aires,"Meeks, 778, Lomas de Zamora (referencia), Buenos Aires"
20.0,61047800.0,Alvear 1715,PP,15,330,0,336,0,336,1,-34.7389709,-58.403935,"1715, General Carlos María de Alvear, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Alvear,1715,Lomas de Zamora (referencia),Buenos Aires,"Alvear, 1715, Lomas de Zamora (referencia), Buenos Aires"
8.0,62453200.0,Calle 109 Nº 1340,JI,953,140,146,217,0,363,1,-34.7507727,-58.4653111,"Calle 109, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, 1839, Argentina",Calle 109 Nº,1340,Lomas de Zamora (referencia),Buenos Aires,"Calle 109 Nº, 1340, Lomas de Zamora (referencia), Buenos Aires"
,,Belgrano 1645,JI,903,150,0,150,0,150,2,-34.7432754,-58.3916316,"1645, Belgrano, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Belgrano,1645,Lomas de Zamora (referencia),Buenos Aires,"Belgrano, 1645, Lomas de Zamora (referencia), Buenos Aires"
,,Medrano 175,JI,904,170,0,175,0,175,2,-34.7484194,-58.393011,"175, Medrano, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Medrano,175,Lomas de Zamora (referencia),Buenos Aires,"Medrano, 175, Lomas de Zamora (referencia), Buenos Aires"
,,Suipacha 362,JI,909,60,0,70,0,70,2,-34.7908064,-58.4093319,"Suipacha, Turdera, Partido de Lomas de Zamora, Buenos Aires, B1833, Argentina",Suipacha,362,Lomas de Zamora (referencia),Buenos Aires,"Suipacha, 362, Lomas de Zamora (referencia), Buenos Aires"
,,Campos 122,JI,913,230,0,233,0,233,2,-34.755464,-58.378257,"122, General Campos, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1835, Argentina",Campos,122,Lomas de Zamora (referencia),Buenos Aires,"Campos, 122, Lomas de Zamora (referencia), Buenos Aires"
,,Pintos 1695,JI,914,125,0,125,0,125,2,-34.7481507,-58.3741333,"1695, General Pintos, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Pintos,1695,Lomas de Zamora (referencia),Buenos Aires,"Pintos, 1695, Lomas de Zamora (referencia), Buenos Aires"
,,Av. Alte Brown 2129,JI,916,80,0,80,0,80,2,-34.76159410212766,-58.39650139574468,"2129, Almirante Brown, 1832, Almirante Brown, Lomas de Zamora, Buenos Aires, Argentina",Av. Alte Brown,2129,Lomas de Zamora (referencia),Buenos Aires,"Av. Alte Brown, 2129, Lomas de Zamora (referencia), Buenos Aires"
,,Senillosa 310,JI,924,130,0,130,0,130,2,-34.7695176,-58.3693719,"Jardín n.° 924, 310, Senillosa, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",Senillosa,310,Lomas de Zamora (referencia),Buenos Aires,"Senillosa, 310, Lomas de Zamora (referencia), Buenos Aires"
,,Villa Barcelo 480 Banfield Este,JI,927,145,0,145,0,145,2,-34.72478017234043,-58.427028770212765,"480, Barcelona, 1827, Barcelona, Villa Centenario, Buenos Aires, Argentina",Villa Barcelo  Banfield Este,480,Lomas de Zamora / alrededores,Buenos Aires,"Villa Barcelo  Banfield Este, 480, Lomas de Zamora / alrededores, Buenos Aires"
,,Golondrina 3607,JI,941,200,0,190,0,190,2,-34.761423,-58.35192,"La Golondrina, San José, Partido de Lomas de Zamora, Buenos Aires, B1844, Argentina",Golondrina,3607,Lomas de Zamora (referencia),Buenos Aires,"Golondrina, 3607, Lomas de Zamora (referencia), Buenos Aires"
,,Campos 145 - 1ºpiso,MS,88,250,0,400,0,400,2,-34.755195489361704,-58.37815375531915,"145, General Campos, 1828, General Campos, Banfield, Buenos Aires, Argentina",Campos  - 1ºpiso,145,Lomas de Zamora (referencia),Buenos Aires,"Campos  - 1ºpiso, 145, Lomas de Zamora (referencia), Buenos Aires"
,,Allemandri 1501,MS,86,205,150,205,0,355,2,-34.765873,-58.378362,"1501, Próspero Allemandri, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1835, Argentina",Allemandri,1501,Lomas de Zamora (referencia),Buenos Aires,"Allemandri, 1501, Lomas de Zamora (referencia), Buenos Aires"
,,Indalecio Gomez 502,MS,81,105,0,90,0,90,2,-34.779597,-58.381716,"502, Indalecio Gómez, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",Indalecio Gomez,502,Lomas de Zamora (referencia),Buenos Aires,"Indalecio Gomez, 502, Lomas de Zamora (referencia), Buenos Aires"
,,El Zorzal 2093,MS,66,261,0,240,0,240,2,-34.7698072,-58.3697119,"Escuela n.° 47 ""Estados Unidos Mexicanos"", 2093, El Zorzal, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",El Zorzal,2093,Lomas de Zamora (referencia),Buenos Aires,"El Zorzal, 2093, Lomas de Zamora (referencia), Buenos Aires"
,,Alte Brown 2153,MS,68,292,309,309,0,618,2,-34.76183124255319,-58.396520314893614,"2153, Almirante Brown, 1832, Almirante Brown, Lomas de Zamora, Buenos Aires, Argentina",Alte Brown,2153,Lomas de Zamora (referencia),Buenos Aires,"Alte Brown, 2153, Lomas de Zamora (referencia), Buenos Aires"
,,Perito Moreno 260,PP,40,270,270,400,0,670,2,-34.7827965,-58.3919436,"Escuela De Educación Primaria 40 Mariano Moreno, 260, Perito Francisco Moreno, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",Perito Moreno,260,Lomas de Zamora (referencia),Buenos Aires,"Perito Moreno, 260, Lomas de Zamora (referencia), Buenos Aires"
,,Avenida Alte Brown 2153,PP,13,473,273,273,0,546,2,-34.76183124255319,-58.396520314893614,"2153, Almirante Brown, 1832, Almirante Brown, Lomas de Zamora, Buenos Aires, Argentina",Avenida Alte Brown,2153,Lomas de Zamora (referencia),Buenos Aires,"Avenida Alte Brown, 2153, Lomas de Zamora (referencia), Buenos Aires"
,,Boulogne Sur Mer 240,PP,28,190,0,190,0,190,2,-34.7504698,-58.3715004,"Escuela Primaria N* 28, 240, Boulogne Sur Mer, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Boulogne Sur Mer,240,Lomas de Zamora (referencia),Buenos Aires,"Boulogne Sur Mer, 240, Lomas de Zamora (referencia), Buenos Aires"
,,Indalecio Gomez 502,PP,32,243,230,230,0,460,2,-34.779597,-58.381716,"502, Indalecio Gómez, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",Indalecio Gomez,502,Lomas de Zamora (referencia),Buenos Aires,"Indalecio Gomez, 502, Lomas de Zamora (referencia), Buenos Aires"
,,Allemandri 1501,PP,45,224,0,224,0,224,2,-34.765873,-58.378362,"1501, Próspero Allemandri, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1835, Argentina",Allemandri,1501,Lomas de Zamora (referencia),Buenos Aires,"Allemandri, 1501, Lomas de Zamora (referencia), Buenos Aires"
,,El Zorzal 2093,PP,47,290,309,309,0,618,2,-34.7698072,-58.3697119,"Escuela n.° 47 ""Estados Unidos Mexicanos"", 2093, El Zorzal, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",El Zorzal,2093,Lomas de Zamora (referencia),Buenos Aires,"El Zorzal, 2093, Lomas de Zamora (referencia), Buenos Aires"
,,Gral Campos 145,PP,73,550,0,670,0,670,2,-34.755195489361704,-58.37815375531915,"145, General Campos, 1828, General Campos, Banfield, Buenos Aires, Argentina",Gral Campos,145,Lomas de Zamora (referencia),Buenos Aires,"Gral Campos, 145, Lomas de Zamora (referencia), Buenos Aires"
,,Bolonia 655,PP,1134,50,0,200,0,200,2,-34.7220859,-58.4325885,"655, Bolonia, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Bolonia,655,Lomas de Zamora (referencia),Buenos Aires,"Bolonia, 655, Lomas de Zamora (referencia), Buenos Aires"
,,Barcelona 1957,pp,2437,57,0,150,0,150,2,-34.7335363,-58.4448484,"1957, Barcelona, Villa Albertina, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Barcelona,1957,Lomas de Zamora (referencia),Buenos Aires,"Barcelona, 1957, Lomas de Zamora (referencia), Buenos Aires"
,,Espronceda 199,PP,18A,40,0,0,205,0,2,-34.737921,-58.443867,"199, José Espronceda, Villa Albertina, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Espronceda,199,Lomas de Zamora (referencia),Buenos Aires,"Espronceda, 199, Lomas de Zamora (referencia), Buenos Aires"
,,Espronceda 150,EE,508,130,147,258,0,405,3,-34.7388792,-58.4435356,"E. P. N° 96 ""Victoria Ocampo"", 150, José Espronceda, Villa Albertina, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Espronceda,150,Lomas de Zamora (referencia),Buenos Aires,"Espronceda, 150, Lomas de Zamora (referencia), Buenos Aires"
,,El Plumerillo 769,JI,2097,165,0,165,0,165,3,-34.7209775,-58.428858,"769, El Plumerillo, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",El Plumerillo,769,Lomas de Zamora (referencia),Buenos Aires,"El Plumerillo, 769, Lomas de Zamora (referencia), Buenos Aires"
,,Facundo Quiroga 1370,MS,71,483,470,470,0,940,3,-34.7484838,-58.473543,"Avenida General Juan Facundo Quiroga, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, 1839, Argentina",Facundo Quiroga,1370,Lomas de Zamora (referencia),Buenos Aires,"Facundo Quiroga, 1370, Lomas de Zamora (referencia), Buenos Aires"
,,Campana 524/534,MS,11,700,491,611,0,1102,3,-34.7527522,-58.4082001,"Partido de Lomas de Zamora, Buenos Aires, Argentina",Campana /534,524,Lomas de Zamora (referencia),Buenos Aires,"Campana /534, 524, Lomas de Zamora (referencia), Buenos Aires"
,,Presidente Perón 4002,MS,25,370,315,315,0,630,3,-34.7635403,-58.431405,"Presidente Juan Domingo Perón, Parque Barón, Partido de Lomas de Zamora, Buenos Aires, B1836CXJ, Argentina",Presidente Perón,4002,Lomas de Zamora (referencia),Buenos Aires,"Presidente Perón, 4002, Lomas de Zamora (referencia), Buenos Aires"
,,Bucarest 1722,MS,30,520,520,600,0,1120,3,-34.7259688,-58.4466946,"1722, Bucarest, Villa Albertina, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Bucarest,1722,Lomas de Zamora (referencia),Buenos Aires,"Bucarest, 1722, Lomas de Zamora (referencia), Buenos Aires"
,,Manuela Pedraza 3280,MS,32,400,475,475,0,950,3,-34.7459645,-58.4698924,"Manuela Pedraza, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, 1839, Argentina",Manuela Pedraza,3280,Lomas de Zamora (referencia),Buenos Aires,"Manuela Pedraza, 3280, Lomas de Zamora (referencia), Buenos Aires"
,,Caraza 1760,MS,36,200,230,230,0,460,3,-34.7340955,-58.4258247,"Escuela Primaria N* 39, 1760, Eduardo Caraza, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Caraza,1760,Lomas de Zamora (referencia),Buenos Aires,"Caraza, 1760, Lomas de Zamora (referencia), Buenos Aires"
,,Mascagni 347,MS,37,270,350,350,85,700,3,-34.7517585,-58.4329611,"347, Pedro Mascagni, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Mascagni,347,Lomas de Zamora (referencia),Buenos Aires,"Mascagni, 347, Lomas de Zamora (referencia), Buenos Aires"
,,Luis Siciliano 1551,MS,40 SEDE,125,275,275,0,550,3,-34.7392064,-58.4289076,"1551, Luis Siciliano, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Luis Siciliano,1551,Lomas de Zamora (referencia),Buenos Aires,"Luis Siciliano, 1551, Lomas de Zamora (referencia), Buenos Aires"
,,Celina de Minetto 1455,MS,40 EXT,140,275,275,0,550,3,-34.73714012765957,-58.433304265957446,"1455, Celina L. de Minetto, B1828HGV, Celina L. de Minetto, Villa Centenario, Buenos Aires, Argentina",Celina de Minetto,1455,Lomas de Zamora (referencia),Buenos Aires,"Celina de Minetto, 1455, Lomas de Zamora (referencia), Buenos Aires"
,,Campana 360 Fiorito,MS,67,380,299,452,0,751,3,-34.7053968,-58.4417674,"Campana, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Campana  Fiorito,360,Lomas de Zamora (referencia),Buenos Aires,"Campana  Fiorito, 360, Lomas de Zamora (referencia), Buenos Aires"
,,Soldado Rodriguez 1299,MT,9,854,658,658,0,1316,3,-34.7415615,-58.4724719,"Soldado Víctor Rodríguez, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, B1839FDK, Argentina",Soldado Rodriguez,1299,Lomas de Zamora (referencia),Buenos Aires,"Soldado Rodriguez, 1299, Lomas de Zamora (referencia), Buenos Aires"
,,Ostende y Labarden S/Nro,PP,2645,159,250,250,0,500,3,-34.7242316,-58.4408936,"Ostende & Gaspar Nuñez De Arce, Gaspar Núñez de Arce, 1827, Gaspar Núñez de Arce, Villa Centenario, Buenos Aires, Argentina",Ostende y Labarden S/Nro,,Lomas de Zamora (referencia),Buenos Aires,"Ostende y Labarden S/Nro, , Lomas de Zamora (referencia), Buenos Aires"
,,Gabriela Mistral 312,PP,19,245,279,279,0,558,3,-34.7295589,-58.4205511,"312, Gabriela Mistral, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Gabriela Mistral,312,Lomas de Zamora (referencia),Buenos Aires,"Gabriela Mistral, 312, Lomas de Zamora (referencia), Buenos Aires"
,,Chopin 350,PP,38,375,0,350,0,350,3,-34.7519081,-58.4323987,"Instituto San Alberto Magno, 350, Frederic Chopin, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Chopin,350,Lomas de Zamora (referencia),Buenos Aires,"Chopin, 350, Lomas de Zamora (referencia), Buenos Aires"
,,Caraza 1760,PP,39,240,0,250,0,250,3,-34.7340955,-58.4258247,"Escuela Primaria N* 39, 1760, Eduardo Caraza, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Caraza,1760,Lomas de Zamora (referencia),Buenos Aires,"Caraza, 1760, Lomas de Zamora (referencia), Buenos Aires"
,,Luis Siciliano 1551,PP,76,230,300,300,0,600,3,-34.7392064,-58.4289076,"1551, Luis Siciliano, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Luis Siciliano,1551,Lomas de Zamora (referencia),Buenos Aires,"Luis Siciliano, 1551, Lomas de Zamora (referencia), Buenos Aires"
,,Bucarest 1780,PP,77,400,400,400,0,800,3,-34.7262642,-58.4472674,"1780, Bucarest, Villa Albertina, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Bucarest,1780,Lomas de Zamora (referencia),Buenos Aires,"Bucarest, 1780, Lomas de Zamora (referencia), Buenos Aires"
,,Azamor 297,PP,79,300,300,365,0,665,3,-34.7153972,-58.4685876,"Azamor, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1772, Argentina",Azamor,297,Lomas de Zamora (referencia),Buenos Aires,"Azamor, 297, Lomas de Zamora (referencia), Buenos Aires"
,,Celina de Minetto 1455,PP,81,240,317,349,25,666,3,-34.73714012765957,-58.433304265957446,"1455, Celina L. de Minetto, B1828HGV, Celina L. de Minetto, Villa Centenario, Buenos Aires, Argentina",Celina de Minetto,1455,Lomas de Zamora (referencia),Buenos Aires,"Celina de Minetto, 1455, Lomas de Zamora (referencia), Buenos Aires"
,,Bucarest 1722,PP,88,450,410,509,0,919,3,-34.7259688,-58.4466946,"1722, Bucarest, Villa Albertina, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Bucarest,1722,Lomas de Zamora (referencia),Buenos Aires,"Bucarest, 1722, Lomas de Zamora (referencia), Buenos Aires"
,,Soldado Britos 1451 Santa Catalina,PP,92,845,800,924,0,1724,3,-34.7426989,-58.4693588,"Unidad Sanitaria 2 De Abril De Lomas De Zamora, Soldado M. A. Zelarrayán, 1832, Soldado M. A. Zelarrayán, Buenos Aires, Argentina",Soldado Britos  Santa Catalina,1451,Lomas de Zamora (referencia),Buenos Aires,"Soldado Britos  Santa Catalina, 1451, Lomas de Zamora (referencia), Buenos Aires"
,,Facundo Quiroga 1370 Santa Catalina,PP,94,900,758,819,42,1577,3,-34.7484838,-58.473543,"Avenida General Juan Facundo Quiroga, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, 1839, Argentina",Facundo Quiroga  Santa Catalina,1370,Lomas de Zamora (referencia),Buenos Aires,"Facundo Quiroga  Santa Catalina, 1370, Lomas de Zamora (referencia), Buenos Aires"
,,Larrazabal 2879 Fiorito,PP,98,440,350,460,0,810,3,-34.6974909,-58.4445135,"Escuela Primaria 98, 2879, Larrazábal, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Larrazabal  Fiorito,2879,Lomas de Zamora (referencia),Buenos Aires,"Larrazabal  Fiorito, 2879, Lomas de Zamora (referencia), Buenos Aires"
,,Campana 360 Fiorito,PP,63,650,500,590,30,1090,3,-34.7053968,-58.4417674,"Campana, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Campana  Fiorito,360,Lomas de Zamora (referencia),Buenos Aires,"Campana  Fiorito, 360, Lomas de Zamora (referencia), Buenos Aires"
,,Pio Baroja 2054,JI,926,340,340,340,0,680,4,-34.7112413,-58.4484172,"Pío Baroja, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pio Baroja,2054,Lomas de Zamora (referencia),Buenos Aires,"Pio Baroja, 2054, Lomas de Zamora (referencia), Buenos Aires"
,,Larroque 2175,MS,4,210,540,560,0,1100,4,-34.7409839,-58.4266814,"Escuela Secundaria 4 - Parques Nacionales, 2175, Alberto Larroque, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Larroque,2175,Lomas de Zamora (referencia),Buenos Aires,"Larroque, 2175, Lomas de Zamora (referencia), Buenos Aires"
,,Saenz 450,MS,7,370,370,479,0,849,4,-34.7580002,-58.4027798,"450, Antonio Sáenz, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Saenz,450,Lomas de Zamora (referencia),Buenos Aires,"Saenz, 450, Lomas de Zamora (referencia), Buenos Aires"
,,Alberto Larroque 150,MS,12,600,0,680,0,680,4,-34.7452523,-58.3971841,"150, Avenida Alberto Larroque, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Alberto Larroque,150,Lomas de Zamora (referencia),Buenos Aires,"Alberto Larroque, 150, Lomas de Zamora (referencia), Buenos Aires"
,,Dr Carlos Piocollivadino 267,MS,15,400,490,490,0,980,4,-34.75817462340425,-58.38674770425532,"267, Ignacio Pirovano, 1832, Ignacio Pirovano, Lomas de Zamora, Buenos Aires, Argentina",Dr Carlos Piocollivadino,267,Lomas de Zamora (referencia),Buenos Aires,"Dr Carlos Piocollivadino, 267, Lomas de Zamora (referencia), Buenos Aires"
,,Gabriel Miro 2480,MS,22,700,630,630,0,1260,4,-34.7099959,-58.4507691,"Gabriel Miró, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Gabriel Miro,2480,Lomas de Zamora (referencia),Buenos Aires,"Gabriel Miro, 2480, Lomas de Zamora (referencia), Buenos Aires"
,,Pilar 120,MS,73,280,0,250,0,250,4,-34.7024067,-58.4402477,"Pilar, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pilar,120,Lomas de Zamora (referencia),Buenos Aires,"Pilar, 120, Lomas de Zamora (referencia), Buenos Aires"
